"dataset","Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"Nasdaq","ITRI",95.65,67.78,"DOWN",2214953605,"Industrials",-96800000,1.88e+09,5635,2.3,0,0,1.2,2.03,112.56,0,-2.14,0,-0.085,-0.022,-0.051,45070000,1.3
"Nasdaq","ITRM",15,6.06,"DOWN",20920293,"Health Care",-10700000,0,13,3,0,0,0,0.45,0,0.54,-0.9,0.042,-0.219,0,0,12220000,1.39
"Nasdaq","ITRN",18.47,26.37,"UP",494146053,"Technology",34400000,281500000,2814,2.5,13.82,0.91,1.67,3.43,50.15,0.15,1.67,0.555,0.253,0.261,0.122,20460000,1.12
"Nasdaq","IVA",14.41,13.81,"DOWN",193796110,"Consumer Discretionary",0,8500000,101,0,0,0,22.66,1.88,0,0,-1.37,0.1193,0,0,0,42130000,0
"Nasdaq","IVAC",7.43,4.8,"DOWN",113214816,"Technology",-21700000,37700000,151,3,0,0,3.59,1.06,0,0,-0.88,0.69,0,-0.172,0,25140000,0.65
"Nasdaq","IVDA",3.6,16.24,"UP",7665081,"Technology",-3400000,1900000,35,2,0,0,3.61,1.69,0,0.13,-2.08,0.016,0,9.084,0,11680000,-3.34
"Nasdaq","IZEA",1.81,1.24,"DOWN",42872671,"Consumer Discretionary",-3700000,39600000,131,1,0,0,1,0.57,0,0,-0.06,0.094,-0.05,-0.072,-0.093,62210000,2.31
"Nasdaq","JACK",91.2,87.68,"DOWN",1856921157,"Consumer Discretionary",108900000,1.34e+09,5300,2.5,16.91,0,1.35,0,23.3,0,5.09,0,-0.138,0.513,0.081,21240000,1.67
"Nasdaq","JAGX",5.34,1.05,"DOWN",16768846,"Health Care",-53900000,8300000,52,1.5,0,0,1.94,4.45,0,11.63,-0.93,0.049,-4.905,-1.042,0,119860000,1.68
"Nasdaq","JAKK",4.92,10.4,"UP",171425904,"Consumer Discretionary",12900000,658300000,583,2.3,26.91,1.79,0.25,2.3,0,1.1,0.69,0.362,0.21,0.246,0.02,9590000,2.21
"Nasdaq","JAMF",29.53,39.51,"UP",2863361828,"Technology",-142900000,423300000,2212,2,0,0,5.93,3.56,64.49,0.52,-1.2,0.988,-0.197,-0.065,-0.338,119940000,0
"Nasdaq","JAN",4.48,4.11,"DOWN",7214027,"Utilities",-5e+05,42600000,161,0,0,0,0.15,1.96,0,0.84,-0.96,0.042,0.2,2.903,-0.012,3150000,1.85
"Nasdaq","JAZZ",160.4,128.26,"DOWN",8990924915,"Health Care",-51900000,3.48e+09,3200,1.9,0,0,2.58,2.84,9.77,1.88,-0.86,0.968,-0.014,-0.005,-0.015,62440000,0.74
"Nasdaq","JBHT",134.84,203.73,"UP",17782169139,"Industrials",1.01e+09,1.466e+10,33045,2.1,18.53,1.27,1.24,5.56,0,0.39,9.56,0.807,0.272,0.183,0.058,104250000,1.13
"Nasdaq","JBLU",14.03,14.24,"UP",2595692735,"Consumer Discretionary",-5.15e+08,8.58e+09,19868,3.1,0,0,0.29,0.72,1.58,1.11,-1.6,0.767,-0.051,0,-0.022,323100000,1.51
"Nasdaq","JBSS",80.22,89.63,"UP",965491888,"Consumer Staples",61800000,955900000,1300,1,15.69,0,1.02,3.46,0,0.19,5.33,0.934,0.226,0.204,0.059,11550000,0.32
"Nasdaq","JD",86.33,70.4,"DOWN",58243950000,"Consumer Discretionary",-902100000,1.3721e+11,385357,1.8,0,0,0.49,2.52,9.66,0.19,-0.59,0.213,-0.032,0.008,-0.007,1.56e+09,0.34
"Nasdaq","JFIN",3.16,2.28,"DOWN",128581281,"Finance",89100000,310600000,706,2,1.44,0,0.4,2.14,0,0,1.65,0.008,4.845,16.013,0.287,54020000,0.94
"Nasdaq","JFU",1.13,1.11,"DOWN",51438205,"Finance",-32200000,102400000,740,3,0,0,0.58,0.07,0,0,-0.3,0.039,-0.052,-0.032,-0.314,170160000,0
"Nasdaq","JG",3.35,1.07,"DOWN",103403509,"Technology",-1.7e+07,48400000,541,2.5,0,0,2.15,4.47,0,0,-0.14,0.179,-0.604,-0.449,-0.352,118700000,0.74
"Nasdaq","JJSF",152.23,158.28,"UP",2835367201,"Consumer Staples",48800000,1.3e+09,4300,2.2,58.95,0,2.22,3.36,0,0.15,2.54,0.806,0.057,0.062,0.037,19170000,0.5
"Nasdaq","JKHY",158.66,167.72,"UP",14510986386,"Technology",362900000,1.94e+09,6847,2.8,36.84,2.63,6.75,9.59,39.63,0.08,4.94,0.941,0.27,0.244,0.187,72860000,0.66
"Nasdaq","JNCE",6.77,8.11,"UP",112248866,"Health Care",-131200000,0,137,2,0,0,0,0.61,0,0,-2.55,0.817,-0.639,-0.407,0,51680000,1.21
"Nasdaq","JOUT",112.21,94.97,"DOWN",539479387,"Consumer Discretionary",41800000,713200000,1400,1,13.03,0.93,0.77,1.12,0,0,4.12,0.738,0.089,0.178,0.059,10130000,0.9
"Nasdaq","JRSH",5.76,6.47,"UP",51641390,"Consumer Discretionary",7700000,146900000,5600,2,6.32,0,0.35,0.72,3.41,0.02,0.65,0.031,0.113,0.115,0.052,12340000,0.96
"Nasdaq","JRVR",48.69,28.14,"DOWN",955922430,"Finance",-75800000,785100000,638,2.4,0,0,1.08,1.45,0,0.55,-2.03,0,-0.109,-0.15,-0.097,37450000,0.38
"Nasdaq","JSPR",10.19,8.4,"DOWN",27423154,"Health Care",-25100000,0,25,1.6,0,0,0,0.44,0,0,-0.68,0.603,-0.365,0,0,36400000,0
"Nasdaq","JUPW",4.98,0.92,"DOWN",21434391,"Health Care",-26100000,6e+06,12,0,0,0,3.9,2.14,0,0.13,-1.14,0.146,-1.523,-1.59,0,21950000,0
"Nasdaq","JVA",3.92,4.44,"UP",13072692,"Consumer Staples",4e+05,67900000,75,0,32.46,2.03,0.19,0.45,0,0.21,0.07,0.259,0.014,0.034,0.006,5710000,1.08
"Nasdaq","JXJT",2.92,2.34,"DOWN",1762602,"Consumer Staples",-37200000,5.9e+07,326,0,0,0,0.09,0.14,0,0.05,-8.23,0.022,-0.848,-1.432,-0.631,4520000,1.33
"Nasdaq","KALA",343,61,"DOWN",356260442,"Health Care",-136700000,8400000,192,1.3,0,0,0.94,0,0,0,-97.28,0.186,0,-1.404,0,1470000,0.95
"Nasdaq","KALU",95.99,93.97,"DOWN",1287683688,"Industrials",-1500000,3.46e+09,4000,3.2,0,0,0.37,2.07,0,0,-0.1,0,-0.002,0.02,0,15930000,1.18
"Nasdaq","KALV",18.08,13.58,"DOWN",126454398,"Health Care",-89300000,0,105,1.5,0,0,0,0.8,0,0,-3.64,0,-0.455,0,0,24560000,1.15
"Nasdaq","KAVL",5.16,0.72,"DOWN",62353307,"Health Care",-13300000,9600000,9,2,0,0,6.49,4,0,0,-0.46,0.022,0,-0.554,0,41490000,2.86
"Nasdaq","KBAL",11.83,10.21,"DOWN",272441825,"Consumer Discretionary",-15700000,665900000,2410,1.5,0,0,0.4,1.27,0,0.32,-0.43,0.683,-0.073,-0.044,-0.024,36830000,0.95
"Nasdaq","KBNT",5.44,3.05,"DOWN",16561440,"Technology",-16200000,3200000,38,2,0,0,4.58,0.92,0,0.01,-1.15,0.207,-0.69,-0.402,0,14320000,0
"Nasdaq","KC",43.11,15.79,"DOWN",622781033,"Technology",-320800000,1.25e+09,10209,2.5,0,0,0.51,0.51,11.73,0.16,-1.34,0.236,-0.225,-0.144,-0.256,243640000,0
"Nasdaq","KDNY",15.97,16.14,"UP",1371139318,"Health Care",-92500000,54400000,138,1.4,0,0,25.84,2.76,0,0,-1.69,0.949,-0.223,-0.223,0,61980000,0.09
"Nasdaq","KDP",31.59,36.68,"UP",55000119507,"Consumer Staples",1.82e+09,1.364e+10,27500,2.4,29.36,4.2,3.99,2.11,33.68,0.49,1.28,0.546,0.072,0.056,0.134,1.42e+09,0.67
"Nasdaq","KE",16.24,21.81,"UP",514221988,"Technology",40100000,1.35e+09,7200,1.3,13.55,0,0.4,1.18,0,0.4,1.59,0.698,0.07,0.077,0.023,24880000,1.39
"Nasdaq","KELYA",20.06,17.12,"DOWN",622311776,"Consumer Discretionary",60100000,5.01e+09,7400,1.3,10.73,0.72,0.12,0.48,0,0,1.5,0.911,0.047,0.024,0.012,37900000,1.12
"Nasdaq","KEQU",11.45,12.98,"UP",48311514,"Industrials",-5500000,179500000,893,0,0,0,0.26,1.35,0,0.85,-1.98,0.356,-0.154,-0.091,-0.031,2810000,0.3
"Nasdaq","KERN",3.39,1.81,"DOWN",1476164,"Health Care",-70300000,24800000,204,3,0,0,0.24,0.26,0,1.25,-2.17,0.126,-1.671,-0.386,0,80440000,2.76
"Nasdaq","KFFB",6.6,7.55,"UP",57082865,"Finance",1600000,10900000,62,0,37.32,0,5.42,1.14,59.08,0,0.19,0.038,0.03,0.168,0.146,8200000,0.26
"Nasdaq","KFRC",42.66,74.79,"UP",1351667016,"Consumer Discretionary",86800000,1.67e+09,2000,1.8,13.47,0.9,0.77,5.39,21.19,0,4.16,0.887,0.412,0.286,0.049,20280000,0.99
"Nasdaq","KHC",34.23,35.66,"UP",46982196440,"Consumer Staples",9.81e+08,2.581e+10,36000,2.7,48.26,0,1.82,0.97,29.58,0.42,0.79,0.764,0.025,0.036,0.047,1.23e+09,0.78
"Nasdaq","KIDS",40.07,60.26,"UP",979309628,"Health Care",-11600000,106200000,133,1.9,0,0,9.07,3.57,0,0.14,-0.6,0.757,-0.067,-0.075,-0.141,19790000,0.79
"Nasdaq","KINS",6.5,5.01,"DOWN",23952769,"Finance",-2.3e+07,139700000,91,2,0,0,0.16,0.47,0,0.63,-2.17,0.353,-0.355,-0.053,-0.164,10640000,0.73
"Nasdaq","KIRK",16.61,15.37,"DOWN",48530370,"Miscellaneous",-13900000,525200000,1000,2,0,0,0.09,1.23,0,1.37,-1.22,0.585,-0.212,0.271,-0.026,12740000,1.81
"Nasdaq","KLAC",260.33,427.08,"UP",44903955445,"Technology",3.28e+09,9.85e+09,14000,2,15.23,3.82,4.78,22.75,19.03,0,22.14,0.951,1.128,0.433,0.333,141830000,1.32
"Nasdaq","KLIC",32.28,59.48,"UP",2442918446,"Technology",502400000,1.7e+09,2854,2.6,5.37,0.27,1.45,2.11,7.2,0,8.04,0,0.432,0.333,0.295,58980000,1.33
"Nasdaq","KLXE",6.55,3.07,"DOWN",189189658,"Energy",-59400000,570100000,1520,3,0,0,0.33,0,0,0,-6.2,0.292,0,-0.27,0,11200000,2.27
"Nasdaq","KMDA",6.48,6.54,"UP",205186308,"Health Care",-11600000,106200000,355,2,0,0,1.8,1.12,0,0.14,-0.28,0.33,-0.012,-0.005,-0.021,44770000,0.93
"Nasdaq","KMPH",10.45,8.97,"DOWN",195578905,"Health Care",-30400000,9800000,24,1.7,0,0,19.5,1.94,0,0.13,-0.88,0.248,-0.253,-0.066,0,34450000,2.37
"Nasdaq","KNDI",7.33,3.33,"DOWN",220871902,"Consumer Discretionary",-15200000,91400000,837,2,0,0,2.57,0.58,7.49,0.05,-0.2,0.08,-0.035,-0.011,-0.167,75860000,1.74
"Nasdaq","KNSA",17.07,11.97,"DOWN",795444084,"Health Care",-112100000,9e+07,215,1.6,0,0,10.5,6.86,0,0,-1.62,0.457,-0.744,-0.854,0,69290000,-0.28
"Nasdaq","KNTE",37.23,18.16,"DOWN",372809415,"Health Care",-104800000,0,82,1.4,0,0,0,1.35,0,0,-2.39,0.968,-0.341,0,0,4.4e+07,0
"Nasdaq","KOD",137.73,88.95,"DOWN",376771381,"Health Care",-3.47e+08,0,101,2.7,0,0,0,0.69,0,0,-6.66,0.798,-0.551,0,0,52220000,1.8
"Nasdaq","KOPN",2.35,4.11,"UP",102532909,"Technology",-12500000,47600000,181,1.5,0,0,2.12,2.72,0,0,-0.14,0.229,-0.271,-0.349,-0.224,90300000,2.35
"Nasdaq","KOSS",3.19,11.2,"UP",61210641,"Consumer Staples",11300000,16600000,31,0,5.57,0,3.57,1.78,5.11,0,1.15,0.064,0.455,0.062,0.682,9160000,-0.65
"Nasdaq","KPLT",12.95,3.22,"DOWN",90547867,"Technology",5900000,257900000,130,3,21.33,0,0.36,3.56,0,3.71,0.04,0.283,0.176,0.008,0.023,97940000,0
"Nasdaq","KPRX",201.2,68,"DOWN",5974007,"Health Care",-14700000,0,14,2,0,0,0,0.22,0,0,-45.96,0.07,-1.131,0,0,1080000,0.38
"Nasdaq","KPTI",16.92,6.72,"DOWN",384667889,"Miscellaneous",-103600000,251300000,442,2.3,0,0,1.65,0,0,0,-1.32,0.898,1.023,-0.443,-0.412,79650000,-0.14
"Nasdaq","KRBP",8.2,1.55,"DOWN",4752957,"Health Care",-32900000,0,59,0,0,0,0,0.4,0,0.01,-2.11,0.03,-1.362,0,0,15730000,0
"Nasdaq","KRKR",3.03,1.14,"DOWN",41835024,"Consumer Discretionary",3400000,45500000,572,1.5,12.53,0,0.9,0.9,0,0.01,0.08,0.001,0.079,-0.299,0.075,41190000,0
"Nasdaq","KRMD",5.74,2.95,"DOWN",108529658,"Health Care",-7600000,25300000,77,2.7,0,0,4.04,3.03,0,0.01,-0.17,0.594,-0.217,-0.141,-0.301,44920000,0.35
"Nasdaq","KRNT",81.77,151.5,"UP",1338259169,"Industrials",-19800000,315600000,882,1.9,0,0,3.62,1.27,0,0,-0.4,0.988,-0.024,0.014,-0.063,49760000,1.66
"Nasdaq","KRNY",10.44,13.27,"UP",691608840,"Finance",64400000,233500000,596,3,9.87,2.47,2.74,0.69,16.25,0.28,0.93,0.772,0.077,0.157,0.32,67250000,0.72
"Nasdaq","KRON",28.33,14.3,"DOWN",168604200,"Health Care",-165100000,0,101,1.8,0,0,0,0.48,0,0,-2.97,0.629,-0.488,0,0,56120000,0
"Nasdaq","KROS",69.58,56.3,"DOWN",1298150482,"Health Care",-78700000,2e+07,97,1.5,0,0,59.28,5.28,0,0,-3.31,0.881,-0.351,-0.24,0,24050000,0
"Nasdaq","KRTX",101.26,130.08,"UP",7472990301,"Health Care",-202100000,42200000,118,1.5,0,0,167.06,15.66,0,0,-6.79,0.93,-0.43,-0.288,0,33940000,1.14
"Nasdaq","KRUS",18.01,79.12,"UP",777585312,"Consumer Discretionary",-3500000,1.27e+08,1800,1.8,0,0,5.2,7.16,0,0.01,-0.37,0.517,-0.039,-0.109,-0.028,9720000,0
"Nasdaq","KRYS",59.42,70.5,"UP",1963189634,"Health Care",-115500000,0,119,1.8,0,0,0,3.57,0,0,-4.74,0.822,-0.219,0,0,25550000,0.87
"Nasdaq","KSPN",20.19,10.15,"DOWN",3760423,"Technology",-15500000,133900000,141,2,0,0,0.03,0.31,0,1.72,-6.07,0.243,-2.022,-0.357,-0.116,2610000,0.63
"Nasdaq","KTCC",6.9,6.27,"DOWN",47029376,"Technology",3400000,531800000,4897,0,16.03,0,0.1,0.42,0,0.86,0.3,0.441,0.021,0.036,0.005,10760000,1.52
"Nasdaq","KTOS",26.37,19.3,"DOWN",1399233385,"Consumer Discretionary",-24500000,832600000,3300,2.1,0,0,1.63,1.48,0,0.37,-0.2,0.88,-0.027,0.019,-0.031,126400000,0.9
"Nasdaq","KTRA",1.32,0.52,"DOWN",9082742,"Health Care",-25100000,0,3,3,0,0,0,0,0,0,-0.56,0.047,0,0,0,80810000,1.13
"Nasdaq","KURA",34.01,14.28,"DOWN",1041189592,"Health Care",-133300000,0,123,1.7,0,0,0,2.02,0,0,-2,0,-0.271,0,0,66670000,0.85
"Nasdaq","KVHI",11.4,9.25,"DOWN",201241872,"Technology",-6200000,1.69e+08,607,1.5,0,0,1.15,1.58,0,0,-0.34,0.638,-0.049,-0.138,-0.037,18560000,0.55
"Nasdaq","KXIN",3.78,1.19,"DOWN",99930015,"Finance",-196600000,253800000,35,0,0,0,0.38,10,0,1.53,-2.29,0.003,-7.325,-4.653,-0.485,170510000,-0.3
"Nasdaq","KYMR",61.63,62.98,"UP",1653207946,"Health Care",-139400000,56700000,160,2,0,0,28.39,3.78,0,0.01,-2.71,0.965,-0.315,-0.218,0,51770000,0
"Nasdaq","KZIA",8.98,8.47,"DOWN",12691963,"Health Care",-15800000,10000,12,3,0,0,1309.89,0.78,0,0,-1.19,0.022,-0.867,0,0,13290000,2.28
"Nasdaq","KZR",5.28,16.35,"UP",514138866,"Health Care",-60900000,0,56,1.7,0,0,0,1.52,0,0.03,-1.05,0.823,-0.288,0,0,64280000,0.19
"Nasdaq","LAB",6.17,3.75,"DOWN",90846296,"Industrials",-163100000,112100000,615,1,0,0,0.68,0,0,0,-2.11,0.79,-3.653,-0.381,0,77820000,1.23
"Nasdaq","LAMR",80.28,122.34,"UP",9377735841,"Real Estate",456100000,1.94e+09,3350,2.6,19.59,6.53,4.54,7.2,76.99,2.63,4.49,0.966,0.371,0.115,0.235,101490000,1.4
"Nasdaq","LANC",177.55,164.78,"DOWN",4982108326,"Consumer Staples",89400000,1.68e+09,3200,3,64.11,21.37,3.44,6.78,0,0,3.25,0.644,0.105,0.105,0.053,27450000,0.19
"Nasdaq","LAND",14.29,33.26,"UP",692410663,"Real Estate",-9700000,82600000,69,2.3,0,0,8.32,1.05,245.4,1.11,-0.29,0.479,-0.016,0.024,-0.117,34520000,0.97
"Nasdaq","LARK",22.1,28.52,"UP",129932342,"Finance",13800000,37900000,264,0,9.47,0,3.43,1.11,7.84,0.24,2.76,0.224,0.108,0.2,0.365,4990000,0.32
"Nasdaq","LASR",32.15,24.35,"DOWN",503716947,"Technology",-34600000,2.65e+08,1300,2.3,0,0,1.67,1.49,0,0,-0.79,0.894,-0.115,-0.099,-0.131,44180000,2.28
"Nasdaq","LAUR",14.31,12.11,"DOWN",2082167783,"Consumer Discretionary",-19900000,1.16e+09,14000,1.7,0,0,1.73,2.01,0,0.13,-0.1,0.7913,0.347,-0.177,0.333,167120000,0.8
"Nasdaq","LAZR",31.34,17.27,"DOWN",2911368899,"Consumer Discretionary",-308800000,37100000,500,2.2,0,0,69.24,29.28,0,0,-0.88,0.561,-1.301,-0.264,0,352060000,1.54
"Nasdaq","LAZY",16.38,21.29,"UP",137473629,"Consumer Discretionary",103200000,1.39e+09,1500,2.5,2.24,0.09,0.1,0.68,0,1.3,6.12,0.857,0.496,0.245,0.074,11390000,1.72
"Nasdaq","LBAI",12.63,18.83,"UP",1208906797,"Finance",86700000,269800000,681,2.3,11.34,1.26,4.47,1.1,19.88,0.57,1.64,0.594,0.091,0.192,0.321,64830000,0.84
"Nasdaq","LBC",9.71,13.99,"UP",645072261,"Finance",89900000,240500000,281,2.7,6.95,0.99,2.54,0.92,6.51,0.23,1.75,0.154,0.139,0.176,0.384,50800000,0.72
"Nasdaq","LBRDA",154.54,161.38,"UP",13172427022,"Consumer Discretionary",1.39e+09,976200000,1900,2,9.99,0.3,12.87,1.45,0,0.45,8.13,0.917,0.139,-0.029,0,1.61e+08,1.11
"Nasdaq","LBTYA",24.31,27.98,"UP",8163925302,"Telecommunications",3.81e+09,7.43e+09,11200,1.9,2.54,0,1.23,0.37,5.29,0.57,7.25,0.962,0.274,0.291,0.916,171900000,1.22
"Nasdaq","LBTYK",23.53,28.24,"UP",8554232681,"Telecommunications",0,7.27e+09,11200,4,1.62,0,1.2,0.38,0,0,11.84,0.9065,0,0,0,274860000,0
"Nasdaq","LCID",10.04,38.75,"UP",24429184984,"Consumer Discretionary",-1871800000,181600000,3900,2.5,0,0,133.86,6.24,0,0.54,-1.15,0.717,-0.459,-0.259,0,1.67e+09,0
"Nasdaq","LCNB",14.27,19.78,"UP",199967431,"Finance",20200000,60700000,307,2,10.77,7.69,3.22,0.98,27.93,0,1.63,0.328,0.091,0.221,0.332,11340000,0.7
"Nasdaq","LCUT",14.81,15.95,"UP",187376407,"Consumer Discretionary",8900000,814700000,1350,2,17.38,1.74,0.18,0.61,0,1.07,0.4,0.421,0.035,0.068,0.011,21530000,1.29
"Nasdaq","LE",20.99,19.89,"DOWN",347868484,"Consumer Discretionary",1e+07,1.59e+09,5000,3,38.3,1.91,0.23,0.95,0,0.96,0.29,0.421,0.025,0.103,0.006,33360000,2.62
"Nasdaq","LECO",113.73,139.18,"UP",8219043517,"Industrials",437500000,3.67e+09,11000,2.2,19.35,1.31,2.24,8.97,44.61,0.84,7.42,0.757,0.491,0.175,0.119,57820000,1.16
"Nasdaq","LEDS",3.47,4.64,"UP",11551893,"Technology",-3400000,6800000,129,0,0,0,1.57,3.07,0,2.12,-0.76,0.02,-0.845,-0.319,-0.506,4520000,1.15
"Nasdaq","LEE",12.6,34.95,"UP",111536698,"Consumer Discretionary",9900000,781200000,5130,0,10.88,3.63,0.14,2.02,1089.52,8.83,1.68,0.412,0.179,0.136,0.013,5790000,1.24
"Nasdaq","LEGH",14.66,26.17,"UP",454440092,"Consumer Discretionary",61800000,233100000,880,2.3,6.59,0,1.71,1.17,7.11,0.04,2.52,0.219,0.193,0.152,0.265,24410000,0.87
"Nasdaq","LEGN",27.99,49.77,"UP",8341681125,"Health Care",-346400000,116900000,1071,1.9,0,0,70.71,17.8,0,0.29,-2.34,0.321,0,-0.628,0,167400000,0
"Nasdaq","LESL",26.65,23.67,"DOWN",2564217853,"Miscellaneous",145600000,1.5e+09,3700,1.8,17.8,1.83,1.67,0,28.83,0,0.78,0,-0.469,-3.301,0.097,182940000,0
"Nasdaq","LEXX",8.04,4.07,"DOWN",13389746,"Health Care",-7e+06,2e+05,6,2,0,0,65.4,1.42,0,0,-1.21,0.097,-0.612,-0.428,0,5950000,1.1
"Nasdaq","LFLY",10.3,9.98,"DOWN",34635260,"Consumer Staples",-9e+06,23500000,259,2.3,0,0,1.37,88.42,0,143,-0.46,0.186,-0.192,0,-0.384,37410000,0
"Nasdaq","LFMD",6.44,4.05,"DOWN",68710285,"Miscellaneous",-61200000,111900000,232,1.5,0,0,0.59,19,0,0,-2.06,0.195,0,-2.546,-0.547,30800000,1.16
"Nasdaq","LFUS",252,313.67,"UP",5488411096,"Technology",348500000,2.33e+09,17000,2.6,15.48,1.5,2.3,2.61,24.6,0.43,13.96,0,0.177,0.13,0.147,24730000,1.21
"Nasdaq","LFVN",9.43,6.32,"DOWN",50443613,"Consumer Staples",3100000,206400000,259,2,17.75,1.48,0.24,1.44,7.75,0,0.22,0.327,0.091,0.121,0.015,11760000,1.15
"Nasdaq","LGHL",1.88,1.35,"DOWN",47591239,"Finance",-8100000,27100000,38,0,0,0,2.19,0.88,0,0,-0.32,0.019,-0.329,0.056,-0.301,47120000,0.89
"Nasdaq","LGIH",103.61,151.25,"UP",2160628834,"Consumer Discretionary",413900000,2.82e+09,952,3,4.96,0.33,0.69,1.31,0,0.76,17.03,0.922,0.288,0.191,0.145,23550000,1.58
"Nasdaq","LGMK",15.2,3.23,"DOWN",7687150,"Consumer Discretionary",-9700000,11800000,19,3,0,0,0.64,0.3,0,0,-1.09,0.096,-0.36,-0.284,-0.818,9600000,1.92
"Nasdaq","LGND",65.22,100.77,"UP",1487370363,"Health Care",-8e+06,240400000,154,2,0,0,4.57,1.32,11.42,0.14,-0.49,0.91,-0.01,0.071,-0.033,16870000,1.04
"Nasdaq","LHCG",210.3,138.61,"DOWN",5184605868,"Health Care",73300000,2.3e+09,16000,3,70.37,4.69,2.24,3.21,0,0.48,2.36,0.907,0.046,0.065,0.032,30540000,0.45
"Nasdaq","LI",32.46,31.95,"DOWN",13314136736,"Consumer Discretionary",-48600000,5.03e+09,15157,1.8,0,0,3.53,3.02,14.44,0.32,-0.05,0.273,-0.009,-0.024,-0.01,965400000,0
"Nasdaq","LIFE",3.97,7.5,"UP",70703864,"Health Care",-40800000,0,49,1.8,0,0,0,0.78,0,0,-1.61,0.706,-0.396,0,0,28060000,1.3
"Nasdaq","LILA",11.08,11.67,"UP",1734167932,"Telecommunications",-921700000,4.91e+09,11900,2.4,0,0,0.36,1.01,8.92,4.29,-4.1,0.776,-0.397,-0.017,-0.188,224870000,1.28
"Nasdaq","LILAK",11.1,11.45,"UP",1733060545,"Telecommunications",0,4.9e+09,11900,2,0,0,0.37,0.99,0,0,-1.92,0.7552,0,0,0,175060000,0
"Nasdaq","LILM",12.49,7.05,"DOWN",540930147,"Industrials",-406200000,0,964,2.8,0,0,0,1.47,0,0.03,-1.42,0.127,0,0,0,285660000,0
"Nasdaq","LINC",6.37,7.5,"UP",150993791,"Consumer Discretionary",21200000,341600000,1672,1.7,7.99,0.53,0.47,1.38,18.3,0,0.84,0.639,0.174,0.284,0.062,25960000,0.91
"Nasdaq","LINK",9.08,9.84,"UP",55575168,"Technology",-7e+05,7900000,89,0,0,0,7.26,4.61,0,0,-0.11,0.001,-0.063,-0.054,-0.095,6600000,1.19
"Nasdaq","LIQT",7.51,5.64,"DOWN",18818589,"Industrials",-15800000,18900000,120,2,0,0,1.02,0.5,0,0.29,-0.64,0.198,-0.983,-0.351,-0.837,43900000,1.06
"Nasdaq","LITE",96.72,106.35,"UP",5069521261,"Technology",198900000,1.71e+09,6815,1.9,26.38,1.95,2.76,2.58,12.85,1,2.67,0,0.102,0.071,0.116,68800000,0.99
"Nasdaq","LIVN",64.57,87.58,"UP",2519862195,"Health Care",-31400000,1.02e+09,3000,1.5,0,0,2.64,2.08,52.9,0.36,-0.62,0,-0.024,-0.047,-0.031,53510000,0.85
"Nasdaq","LIXT",3.21,1.15,"DOWN",8198447,"Health Care",-6500000,0,3,0,0,0,0,2.08,0,0,-0.45,0.052,-3.306,0,0,16200000,-0.78
"Nasdaq","LIZI",3.97,1.87,"DOWN",22846962,"Technology",1e+06,287300000,754,1,27.31,0,0.06,0.55,0,0.14,0.02,0.213,0.026,-0.428,0.003,51550000,0
"Nasdaq","LKCO",0.71,0.63,"DOWN",68647277,"Technology",-68800000,145100000,180,0,0,0,0.45,0.4,0,0,-0.2,0.015,-0.709,-0.386,-0.474,362670000,0.39
"Nasdaq","LKFN",53.88,79.74,"UP",2098737594,"Finance",102100000,212500000,567,3,20.44,2.04,9.8,4,17.55,0,3.97,0.826,0.171,0.22,0.48,25530000,0.77
"Nasdaq","LKQ",34.72,59.34,"UP",15052673000,"Consumer Discretionary",1.19e+09,1.298e+10,46000,1.7,12.57,0.38,1.14,2.65,16.95,0.42,4.19,0,0.191,0.131,0.085,281400000,1.41
"Nasdaq","LMAT",40.19,50.91,"UP",963071806,"Health Care",21200000,160200000,450,2.2,46.39,17.84,6.12,3.77,50.29,0,0.96,0.905,0.106,0.114,0.169,21960000,1.02
"Nasdaq","LMB",12.05,8.96,"DOWN",87629748,"Consumer Discretionary",7600000,486900000,450,2,10.57,0.88,0.16,0.9,6.47,0.39,0.72,0.415,0.088,0.073,0.016,10420000,0.91
"Nasdaq","LMFA",3.45,4.9,"UP",13069627,"Finance",-13600000,3e+05,8,2,0,0,41.41,0.18,0,0,-1.69,0.293,-0.252,0.085,0,13090000,1.75
"Nasdaq","LMNL",4.28,0.97,"DOWN",15521280,"Health Care",-26100000,4e+05,48,3.5,0,0,38.29,0.77,0,0.85,-0.85,0.009,1.224,-0.484,0,31040000,1.29
"Nasdaq","LMNR",16.38,15.75,"DOWN",211240888,"Consumer Staples",-3e+06,178400000,268,1.8,0,0,1.29,1.33,0,0.77,-0.18,0.456,-0.027,-0.023,-0.026,17530000,0.6
"Nasdaq","LNDC",11.09,11.03,"DOWN",302466562,"Health Care",-50700000,187500000,689,1.3,0,0,1.47,2.75,0,1.47,-1.72,0.914,0,-0.142,0,29580000,1.1
"Nasdaq","LNSR",6.98,6.07,"DOWN",53561890,"Health Care",-23500000,36900000,110,1,0,0,1.36,1.04,0,0,-2.41,0.55,-0.455,0,-0.637,10070000,0
