"dataset","Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"Nasdaq","LNT",50.49,61.45,"UP",13029344597,"Utilities",6.95e+08,3.96e+09,3313,2.6,18.62,3.21,3.24,2.11,0,1.32,2.77,0.771,0.115,0.063,0.175,250900000,0.49
"Nasdaq","LNTH",13.77,29.49,"UP",5100647941,"Health Care",32400000,664200000,612,1.7,131.19,3.48,5.93,6.81,45.45,0.3,0.43,0,0.063,-0.088,0.049,68670000,0.79
"Nasdaq","LNW",39.47,67.18,"UP",5318308430,"Consumer Discretionary",-7e+07,2.3e+09,9500,2.6,0,0,2.25,6.5,17.16,4.81,-0.77,0.957,-2.369,0.073,0,9.5e+07,1.74
"Nasdaq","LOAN",5.02,5.7,"UP",63510721,"Real Estate",5200000,8100000,6,2,12.36,0,8.04,1.48,0,0.68,0.45,0.163,0.119,0.068,0.64,11490000,0.45
"Nasdaq","LOB",45.11,87.2,"UP",1449776513,"Finance",204600000,400100000,891,2.8,6.9,0,3.5,1.74,30.52,0,4.55,0.684,0.223,0.23,0.405,43830000,1.51
"Nasdaq","LOCO",18.21,14.12,"DOWN",374280419,"Consumer Discretionary",25600000,458800000,4626,2.6,15.84,1.06,0.9,1.25,20.41,0.13,0.7,0.976,0.082,0.088,0.056,36330000,1.29
"Nasdaq","LOGC",8.25,2.27,"DOWN",67576899,"Health Care",-3.1e+07,10200000,62,2.5,0,0,6.66,3.29,0,0.32,-0.94,0.403,-1.076,-0.999,0,32960000,4.62
"Nasdaq","LOGI",98.47,84.07,"DOWN",7997992246,"Technology",501100000,5.17e+09,8200,2.3,17.9,66.31,1.78,4.02,21.64,0,2.98,0.325,0.216,0.268,0.097,163190000,0.98
"Nasdaq","LOPE",89.71,85.79,"DOWN",3134808736,"Consumer Discretionary",198800000,9.04e+08,3675,1.7,18.47,0,3.53,5.44,17.63,0,5.57,0,0.27,0.202,0.22,31300000,0.52
"Nasdaq","LOTZ",11.25,2.38,"DOWN",32657282,"Consumer Discretionary",-77400000,290700000,492,3,0,0,0.09,0.18,0,0.13,-0.68,0.382,-0.394,-0.54,-0.266,114710000,0.72
"Nasdaq","LOV",5.11,2.8,"DOWN",39784434,"Consumer Discretionary",-28900000,203200000,269,2,0,0,0.2,1.92,0,4.22,-1.1,0.377,-0.938,-0.457,-0.142,26170000,1.11
"Nasdaq","LPCN",1.43,1.01,"DOWN",36289424,"Health Care",3400000,16600000,13,1.5,10.33,0,2.16,0.89,0,0,0.04,0.134,0.085,-0.018,0.206,88500000,0.54
"Nasdaq","LPLA",103.34,161.87,"UP",20298220254,"Finance",634700000,8.36e+09,6099,1.9,34.36,0.68,2.51,11.61,0,0,7.79,0,0.27,0.123,0.055,79950000,0.94
"Nasdaq","LPRO",33.44,22.79,"DOWN",830944596,"Finance",103500000,212600000,132,2,7.8,0,3.81,3.9,7.09,0.7,0.82,0.787,0.611,0.498,0.487,126220000,0.67
"Nasdaq","LPSN",61.12,36.59,"DOWN",791755375,"Technology",-223400000,504900000,1540,3,0,0,1.5,6.49,0,6.13,-2.99,0.894,-0.979,-0.098,-0.443,77290000,1.34
"Nasdaq","LPTH",3.79,2.44,"DOWN",31403438,"Technology",-3500000,35600000,329,2,0,0,0.8,0.93,0,0.14,-0.13,0.357,-0.112,-0.103,-0.1,27040000,1.63
"Nasdaq","LPTX",2.18,3.21,"UP",84267191,"Health Care",-49300000,8e+05,36,1.8,0,0,94.63,0.81,0,0,-0.58,0.452,-0.485,-0.384,0,88320000,0.61
"Nasdaq","LQDA",3,4.98,"UP",311513706,"Health Care",-44200000,13800000,47,1.9,0,0,21.75,3.01,0,0.2,-0.82,0.512,-0.598,-0.442,0,62180000,0.24
"Nasdaq","LQDT",16.26,21.92,"UP",613476539,"Consumer Discretionary",64700000,275200000,614,1.5,9.01,0,2.18,3.75,17.57,0,1.89,0.682,0.471,0.374,0.235,31910000,1.36
"Nasdaq","LRCX",478.02,718.33,"UP",55241131943,"Technology",4.85e+09,1.8e+10,17700,2.2,12.47,1.63,3.23,8.03,23.78,0.67,34.87,0.847,0.741,0.425,0.27,136890000,1.38
"Nasdaq","LRMR",22,10.89,"DOWN",138461440,"Health Care",-43500000,0,31,1.5,0,0,0,1.01,0,0,-2.38,0.656,-0.715,0,0,39940000,0.77
"Nasdaq","LSAK",4.74,5.4,"UP",236226719,"Technology",-43900000,222600000,2657,2,0,0,1.01,1.01,0,0.88,-0.76,0.495,-0.177,-0.092,-0.196,59430000,1.3
"Nasdaq","LSCC",45.33,76.68,"UP",6672222632,"Technology",155500000,626200000,856,2,48.17,3.21,10.77,16.79,40,0.34,1.1,0,0.272,0.174,0.181,137420000,1.18
"Nasdaq","LSTA",21.6,12.61,"DOWN",33552143,"Health Care",-24600000,0,27,2,0,0,0,0.19,0,0,-6.13,0.094,-0.272,0,0,7820000,1.03
"Nasdaq","LSTR",133.09,178.33,"UP",5590150860,"Industrials",450900000,7.71e+09,1399,3.1,13.39,0.61,0.75,6.76,16.22,0.24,12.13,0,0.523,0.354,0.058,36330000,0.89
"Nasdaq","LTBR",4.16,7.11,"UP",58748665,"Consumer Discretionary",-11500000,0,6,0,0,0,0,1.75,0,0,-2.59,0.074,-0.408,0,0,11580000,3.1
"Nasdaq","LTCH",10.25,7.58,"DOWN",185369286,"Technology",-172400000,48400000,440,2.6,0,0,3.38,0.42,0,0.01,-1.72,0.531,-0.432,-0.397,0,141970000,0
"Nasdaq","LTRN",18.88,7.24,"DOWN",45760751,"Health Care",-16200000,0,14,2,0,0,0,0.79,0,0,-1.47,0.305,-0.237,0,0,10830000,0
"Nasdaq","LTRPA",4.27,2.2,"DOWN",87236207,"Technology",1.56e+08,1.22e+09,2691,3,0.62,0,0.15,0,0.58,0,2.04,0.527,-0.779,-0.14,0.128,7.6e+07,1.96
"Nasdaq","LTRX",4.31,7.64,"UP",179855997,"Telecommunications",-5400000,129700000,335,1.8,0,0,1.17,1.85,0,0.2,-0.17,0.355,-0.077,-0.041,-0.041,34910000,2.26
"Nasdaq","LTRY",12.1,6.43,"DOWN",19608897,"Consumer Discretionary",0,84220000,43,2,0,0,0.2,0.1,0,0.02,-0.67,0.07,0,0.085,0,46830000,0.71
"Nasdaq","LULU",356.4,398.69,"UP",42100051266,"Consumer Discretionary",1.1e+09,7.06e+09,29000,2.1,37.97,1.75,5.83,14.48,173.32,0,8.54,0.884,0.403,0.356,0.156,127620000,1.3
"Nasdaq","LUMO",31.11,6.96,"DOWN",75648618,"Health Care",-28700000,7e+05,32,1.7,0,0,107.85,1.01,0,0,-3.43,0.284,-0.338,-0.345,0,8370000,1.06
"Nasdaq","LUNA",9.42,8.52,"DOWN",170843675,"Health Care",-3200000,93200000,385,1.7,0,0,1.88,1.97,0,0.24,-0.1,0.508,0.107,-0.006,0.098,32480000,1.37
"Nasdaq","LUNG",59.67,32.92,"DOWN",497161123,"Health Care",-53700000,51700000,253,2.3,0,0,3.63,1.07,0,0.1,-1.46,0,-0.286,-0.226,0,3.7e+07,0
"Nasdaq","LVO",3.41,1.18,"DOWN",59844454,"Consumer Discretionary",-34500000,101500000,184,1.7,0,0,0.58,0,0,0,-0.43,0.248,6.6,-2.5,-0.34,82070000,1.36
"Nasdaq","LVOX",10.55,4.88,"DOWN",310142425,"Technology",-46900000,127500000,672,2.3,0,0,2.04,2.17,0,0.52,-0.51,0.876,-0.392,-0.562,-0.368,91560000,-0.25
"Nasdaq","LWAY",5.21,4.8,"DOWN",93136123,"Consumer Staples",1300000,123800000,280,3,76.22,7.62,0.78,2,50.76,0.14,0.08,0.076,0.023,0.067,0.009,15440000,1.52
"Nasdaq","LWLG",0.98,14.73,"UP",953852788,"Industrials",-19700000,0,19,0,0,0,0,29.72,0,0,-0.18,0.226,-0.83,0,0,111590000,2.02
"Nasdaq","LX",6.67,3.73,"DOWN",249847216,"Finance",147800000,1.27e+09,3896,2.2,1.98,0.84,0.21,0.23,0,1.09,0.72,0.239,0.135,0.17,0.116,178890000,0.43
"Nasdaq","LXRX",3.52,4.17,"UP",407138045,"Health Care",-96800000,1e+05,87,2.3,0,0,3787.99,4.53,0,0,-0.65,0.78,-0.936,-0.767,0,183630000,1.36
"Nasdaq","LYFT",47.28,43.49,"DOWN",5153585603,"Technology",-957100000,3.7e+09,4453,2.2,0,0,1.3,5.12,0,0.92,-2.77,0.795,-0.778,-0.494,-0.259,350530000,1.68
"Nasdaq","LYL",2.32,1.24,"DOWN",7549541,"Finance",0,1410000,18,0,0,0,9.39,0.92,0,0,-0.22,0.0029,0,0,0,23600000,0
"Nasdaq","LYRA",11.24,4.28,"DOWN",154555155,"Health Care",-46200000,6100000,53,1.4,0,0,24.21,1.42,0,0,-2.86,0.785,-0.837,-1.272,0,33950000,0
"Nasdaq","LYTS",8.09,6.87,"DOWN",209361734,"Consumer Discretionary",1.5e+07,455100000,1380,1.7,18.82,0.75,0.59,1.88,0,0.55,0.54,0.623,0.107,0.075,0.033,27480000,1
"Nasdaq","MANH",103.28,156.86,"UP",7603076923,"Technology",111700000,740500000,4080,1.9,63.35,4.22,9.69,35.07,45.29,0,1.75,0,0.511,0.442,0.151,62590000,1.68
"Nasdaq","MAPS",13.03,6.14,"DOWN",183843388,"Technology",53900000,220800000,606,1.5,2.51,0,1.4,1.41,0,0,0.77,0.575,0.729,-0.119,0.244,86420000,0
"Nasdaq","MAR",124.77,164.86,"UP",52256014152,"Consumer Discretionary",1.74e+09,1.793e+10,120000,2.4,28.06,0.68,2.69,27.47,25.79,4.96,5.29,0.615,1.187,0.13,0.097,328200000,1.58
"Nasdaq","MARA",11.01,34.39,"UP",1533650531,"Finance",-215300000,188600000,10,1.9,0,0,6.98,1.74,0,1.16,-1.99,0.399,-0.31,-0.077,0,109440000,5.04
"Nasdaq","MARK",1.84,0.99,"DOWN",29570719,"Consumer Discretionary",-3500000,14800000,74,0,0,0,2.28,0,0,0,0,0.09,-0.139,-0.229,-0.234,105160000,3.02
"Nasdaq","MASI",265.9,297.23,"UP",6894594525,"Health Care",190700000,1.5e+09,2200,2.5,37.95,3.19,4.4,5.65,40.44,0.78,3.32,0.96,0.131,0.149,0.127,53900000,0.87
"Nasdaq","MASS",54.71,25.68,"DOWN",500704305,"Health Care",-26200000,47800000,177,1.2,0,0,9.62,2.23,0,0,-0.86,0.92,-0.14,-0.096,-0.547,31410000,0
"Nasdaq","MAT",17.25,21.39,"UP",6685312363,"Consumer Discretionary",603600000,5.83e+09,36300,1.9,10.52,0.86,1.07,3.62,20.95,1.49,1.68,0,0.666,0.278,0.178,353460000,1.21
"Nasdaq","MATW",28.57,36.48,"UP",823289214,"Industrials",-22500000,1.74e+09,11000,2,0,0,0.47,1.41,13.06,1.31,-0.71,0.778,-0.036,0.025,-0.013,31240000,1.07
"Nasdaq","MAXN",30.78,14.21,"DOWN",770004597,"Technology",-285700000,903100000,4202,2.6,0,0,0.79,3.99,0,1.48,-7.04,0.383,-0.966,-0.341,-0.316,40850000,0
"Nasdaq","MAYS",22.5,41,"UP",90488364,"Real Estate",-7e+05,21400000,31,0,0,0,4.32,1.73,0,0.12,-0.35,0.03,-0.013,-0.006,-0.033,2020000,0.04
"Nasdaq","MBIN",18.55,31.79,"UP",1034987185,"Finance",194900000,3.82e+08,481,1.5,5.41,0,2.73,1.21,1.12,0.66,4.5,0.228,0.238,0.156,0.504,43210000,1.1
"Nasdaq","MBIO",3.95,1.73,"DOWN",57445907,"Health Care",-75900000,0,102,1.6,0,0,0,0.54,0,0.33,-0.79,0.173,-0.734,0,0,102950000,1.63
"Nasdaq","MBOT",7.16,8.24,"UP",28569008,"Health Care",-13100000,0,17,2,0,0,0,2.88,0,0,-1.84,0.21,-1.001,0,0,7890000,3.17
"Nasdaq","MBRX",5.1,1.68,"DOWN",29178840,"Health Care",-20800000,0,13,1.7,0,0,0,0.39,0,0,-0.73,0.104,-0.279,0,0,28580000,1.77
"Nasdaq","MBUU",61.81,69.33,"UP",1092655373,"Consumer Discretionary",157600000,1.21e+09,3015,1.7,7.12,0.47,0.89,2.18,9.81,0.24,7.53,0,0.353,0.269,0.13,20470000,1.6
"Nasdaq","MBWM",27.01,34.96,"UP",556270480,"Finance",50900000,160600000,585,2.2,10.95,1.37,3.5,1.3,7.92,0.32,3.22,0.57,0.127,0.196,0.35,15850000,1.03
"Nasdaq","MCBC",8.34,8.79,"UP",366166141,"Finance",28800000,62800000,279,3,13.8,1.73,6,1.68,23.99,0,0.84,0.415,0.118,0.202,0.459,34250000,0.69
"Nasdaq","MCBS",14.18,27.85,"UP",569267062,"Finance",69900000,134100000,216,3,8.08,0,4.22,1.73,4.67,0,2.72,0.173,0.227,0.286,0.508,25460000,0.57
"Nasdaq","MCFT",24.25,29,"UP",398060991,"Consumer Discretionary",58200000,707900000,1750,2.2,7.07,0.71,0.56,2.76,0,0.39,3.13,0.923,0.447,0.298,0.082,17950000,1.81
"Nasdaq","MCHP",68.59,87.08,"UP",34182196959,"Technology",1.54e+09,7.22e+09,21000,2.1,24.03,1.01,4.97,6.07,17.04,0,2.73,0.961,0.263,0.113,0.213,553800000,1.51
"Nasdaq","MCHX",2.02,2.57,"UP",69003789,"Consumer Discretionary",-1800000,53200000,187,2,0,0,1.34,1.52,0,0,-0.05,0.694,-0.036,-0.133,-0.035,43360000,2.03
"Nasdaq","MCRB",25.06,8.55,"DOWN",1090588968,"Health Care",-103100000,136700000,333,1.9,0,0,6.98,31.44,0,0,-1.14,0.809,-1.003,-0.413,-0.755,124590000,2.79
"Nasdaq","MCRI",58.06,73.75,"UP",1505060196,"Consumer Discretionary",84900000,468400000,2650,2.5,18.29,1.31,3.17,3.1,17.2,0.13,4.34,0.654,0.172,0.136,0.167,18990000,1.71
"Nasdaq","MDB",350.41,532.35,"UP",12668212148,"Technology",-361900000,1.08e+09,3544,2,0,0,9.08,14.5,0,1.78,-5.37,0.916,-0.542,-0.158,-0.334,68330000,1.06
"Nasdaq","MDGL",109.76,84.89,"DOWN",1222550675,"Health Care",-255900000,0,71,1.9,0,0,0,13.25,0,0.58,-15.07,0.801,-1.55,0,0,17100000,0.91
"Nasdaq","MDGS",1.97,1.02,"DOWN",11425197,"Health Care",-5900000,42700000,26,0,0,0,1.21,0.21,0,0.35,-0.2,0.008,-0.139,0.029,-0.138,24110000,1.38
"Nasdaq","MDIA",2.66,5.34,"UP",11638194,"Consumer Discretionary",-1.4e+07,59100000,192,0,0,0,0.57,0,7.15,0,-1.86,0.867,0.728,0.06,-0.238,21440000,0
"Nasdaq","MDJH",4.12,1.77,"DOWN",18625312,"Finance",-2200000,4500000,71,0,0,0,4.52,2.9,0,0,-0.19,0.001,-0.263,-0.327,-0.503,11680000,-0.36
"Nasdaq","MDLZ",57.92,65.75,"UP",84269257458,"Consumer Staples",3.86e+09,2.988e+10,79000,1.9,23.36,5.25,2.94,3.23,55.61,0.7,2.76,0.802,0.15,0.07,0.14,1.38e+09,0.67
"Nasdaq","MDNA",4.48,1.66,"DOWN",50849280,"Health Care",-20300000,0,18,0,0,0,0,2,0,0,-0.37,0.0682,-0.933,0,0,56130000,0.28
"Nasdaq","MDRX",14.33,18.46,"UP",1624772892,"Technology",125200000,1.05e+09,8000,2.5,16.78,2.1,1.7,1.55,9.73,0,0.96,0,0.046,0.033,0.059,114250000,0.95
"Nasdaq","MDVL",14.67,1.36,"DOWN",55231530,"Consumer Staples",-48600000,33400000,287,2,0,0,1.52,1.36,0,0.3,-1.29,0.881,-2.169,-1.511,0,69360000,0.37
"Nasdaq","MDWD",3.77,2.47,"DOWN",53770460,"Health Care",-15400000,20900000,77,1.7,0,0,2.45,0,0,0,-0.53,0.076,0,4.326,-0.738,33140000,1.03
"Nasdaq","MDWT",55.39,16.2,"DOWN",53596668,"Finance",-6e+05,18700000,64,3,0,0,2.76,1,3.04,0,-0.17,0.329,-0.009,-0.295,-0.032,3740000,0.31
"Nasdaq","MDXG",9.16,5.99,"DOWN",340257778,"Health Care",-27900000,256300000,811,2,0,0,1.33,0,0,0,-0.25,0.625,4.165,-0.11,-0.109,112870000,1.74
"Nasdaq","ME",11.12,6.9,"DOWN",1422303426,"Health Care",-2.65e+08,277200000,728,2.5,0,0,4.74,1.53,0,0,-1.09,0.382,-0.313,-0.274,-0.956,446500000,0
"Nasdaq","MEDP",134.42,219.08,"UP",6907909122,"Health Care",226600000,1.37e+09,5000,2.6,32.29,2.27,4.75,18.65,22.88,0.4,6.51,0.874,0.414,0.187,0.165,31010000,1.47
"Nasdaq","MEDS",5.41,2.37,"DOWN",7347826,"Technology",-4100000,11500000,47,2,0,0,0.61,3.79,0,0.28,-0.51,0.07,-1.263,-1.393,-0.36,8180000,1.19
"Nasdaq","MEIP",2.77,2.65,"DOWN",45788433,"Health Care",-54500000,40700000,102,2.3,0,0,0.96,0.78,0,0,-0.44,0.381,-0.956,-1.441,0,133120000,0.83
"Nasdaq","MELI",1640,1356.46,"DOWN",45254109225,"Consumer Discretionary",237100000,8.83e+09,29957,1.8,198.98,0,5.26,29.99,42.46,2.81,4.73,0.842,0.197,0.048,0.027,50370000,1.55
"Nasdaq","MERC",10.26,11.83,"UP",890610391,"Basic Materials",301500000,2.22e+09,2415,2.4,3,0.52,0.42,1.25,5.71,1.87,4.54,0.522,0.411,0.117,0.136,66130000,1.49
"Nasdaq","MESA",6.32,5.64,"DOWN",54076220,"Consumer Discretionary",-74500000,536200000,2600,3,0,0,0.09,0.11,26.81,1.5,-2.07,0.445,-0.164,0.051,-0.139,36180000,2.47
"Nasdaq","MESO",8.51,4.81,"DOWN",427215423,"Health Care",-91300000,10200000,77,2.4,0,0,42.85,0.79,0,0.22,-0.7,0.026,-0.173,-0.122,0,129980000,3.11
"Nasdaq","META",268.94,344.36,"UP",247270171594,"Technology",2.883e+10,1.1811e+11,87314,2,9.22,0,2.12,2.09,9.54,0.08,10.49,0.765,0.232,0.31,0.244,2.68e+09,1.14
"Nasdaq","METC",2.97,12.97,"UP",503041182,"Energy",100400000,457400000,454,2,5.59,1.32,1.18,1.97,11.96,0.36,2.23,0.679,0.429,0.133,0.22,44270000,1.06
"Nasdaq","METX",54,7.83,"DOWN",3793901,"Real Estate",-52600000,99800000,1229,2,0,0,0.03,0.91,0,15.19,-14.06,0.014,2.814,-1.045,-0.527,11370000,-0.49
"Nasdaq","MFH",3.34,3.24,"DOWN",12287766,"Technology",-12400000,7e+05,13,0,0,0,17.09,1.32,0,0,-1.2,0.015,-3.084,-1.454,0,13760000,1.75
"Nasdaq","MFIN",5.19,6.23,"UP",179368149,"Finance",50200000,185100000,136,2,3.65,0.24,0.94,0.61,2.16,0,2.04,0.29,0.195,0.195,0.3,24150000,2.06
"Nasdaq","MGEE",67.93,81.36,"UP",2459470794,"Utilities",104200000,669200000,706,4,23.15,5.51,3.57,2.28,0,0.6,2.88,0.562,0.1,0.068,0.156,36160000,0.68
"Nasdaq","MGI",5.33,7.54,"UP",1018922189,"Consumer Discretionary",-3200000,1.28e+09,3072,3,0,0,0.79,0,30.83,0,-0.04,0.925,0.017,0.059,-0.002,96600000,1.08
"Nasdaq","MGIC",14.96,21.21,"UP",774933873,"Technology",31600000,529600000,3677,0,22.59,2,1.36,2.78,66.05,0.22,0.64,0.225,0.121,0.126,0.06,49090000,1.14
"Nasdaq","MGNI",27.61,17.94,"DOWN",974424955,"Consumer Discretionary",-93400000,5.49e+08,876,2,0,0,1.48,1,5.51,0.88,-0.71,0.667,-0.109,0.009,-0.17,132430000,1.99
"Nasdaq","MGNX",22.2,16.28,"DOWN",308830420,"Health Care",-218700000,66900000,427,1.9,0,0,5.83,2.77,0,0,-3.57,0,-1.027,-0.846,0,61380000,2.04
"Nasdaq","MGPI",46.69,86.44,"UP",2499103906,"Consumer Staples",117800000,733700000,672,2,21.12,2.11,3.49,3.49,98.22,0.33,5.29,0.822,0.178,0.109,0.161,2.2e+07,0.93
"Nasdaq","MGRC",65.44,79.28,"UP",2303725064,"Consumer Discretionary",103900000,698900000,1184,1,22.82,2.28,3.29,3.05,16.8,0.54,4.24,0.874,0.139,0.087,0.149,24380000,0.79
"Nasdaq","MGTA",7.66,4.55,"DOWN",75085370,"Health Care",-76900000,0,70,1.8,0,0,0,0.52,0,0,-1.31,0.777,-0.474,0,0,58820000,1.96
"Nasdaq","MGTX",15.53,23.23,"UP",329028056,"Health Care",-100900000,44400000,333,1.9,0,0,6.89,2.16,0,0,-2.27,0.668,-0.596,-0.395,0,44670000,1.49
"Nasdaq","MHLD",2.49,3.02,"UP",196113373,"Finance",46300000,77500000,52,3,4.02,0.33,2.41,0.82,0,1.12,0.53,0.35,0.209,0.064,0.597,87090000,1.15
"Nasdaq","MICS",10.5,7.5,"DOWN",17009657,"Consumer Staples",3e+05,53100000,32,0,0,0,0.29,0.72,0,0.21,-0.58,0.08,0.029,0.061,0.006,1910000,-0.2
"Nasdaq","MICT",2.08,0.82,"DOWN",95878993,"Technology",-36600000,55900000,431,2,0,0,1.56,0.68,0,0.01,-0.3,0.074,-0.263,-0.248,-0.654,124460000,1.03
"Nasdaq","MIDD",126.16,196.84,"UP",7570657321,"Industrials",477600000,3.69e+09,4465,1.9,16.07,1.34,1.97,3.05,0,1.12,8.48,0,0.198,0.102,0.129,54030000,1.52
"Nasdaq","MIGI",2.42,6.52,"UP",35936772,"Finance",-13700000,69800000,40,2,0,0,0.51,0.31,0,0.38,-0.19,0.079,-0.127,-0.325,-0.196,71600000,2.34
"Nasdaq","MIND",2.21,1.64,"DOWN",8272142,"Industrials",-15200000,29900000,200,3,0,0,0.25,0.29,0,0,-1.11,0.19,-0.605,-0.479,-0.545,13780000,1.6
"Nasdaq","MINM",3.76,1.21,"DOWN",9882149,"Consumer Discretionary",-7100000,51700000,83,2,0,0,0.19,0.41,0,0.23,-0.15,0.078,-0.244,-0.055,-0.137,46340000,0.47
"Nasdaq","MIRM",18.15,15.71,"DOWN",837939854,"Health Care",-53100000,38500000,171,1.6,0,0,21.76,6.89,0,0,-1.67,0.81,-0.536,-0.545,0,36220000,0
"Nasdaq","MIST",6.76,6.94,"UP",150054365,"Health Care",-61800000,1.5e+07,29,1.6,0,0,8.49,2.08,0,0,-1.46,0.743,-0.578,-0.383,0,42280000,2.05
"Nasdaq","MITK",16.47,17.48,"UP",500123903,"Technology",6e+06,139800000,435,1.6,86.12,5.74,3.53,2.8,28.87,0.72,0.13,0.727,0.043,0.04,0.058,44670000,0.78
"Nasdaq","MITO",1.42,0.79,"DOWN",23373734,"Health Care",-5.3e+07,0,38,2,0,0,0,0,0,0,-0.91,0.084,1.387,0,0,59620000,1.46
"Nasdaq","MKSI",150.24,174.75,"UP",5475542414,"Industrials",555600000,3.01e+09,6000,1.9,6.79,0,1.47,1.21,13.93,0.26,9.97,0.967,0.189,0.158,0.184,66490000,1.51
"Nasdaq","MKTW",10.36,7.21,"DOWN",84683978,"Technology",-373300000,552200000,800,2.2,0,0,1.16,0,0,0,-1.18,0.463,7.579,19.999,-0.676,313600000,0
"Nasdaq","MKTX",562.78,412.66,"DOWN",9198815909,"Finance",243200000,705500000,676,3,36.97,4.73,13,8.76,49.17,0,6.44,0.9933,0.238,0.251,0.345,37480000,0.67
"Nasdaq","MLAB",279.2,331.69,"UP",702305022,"Industrials",-1600000,199900000,681,2.5,0,0,4.21,2.22,43.42,0.57,-0.31,0.934,-0.004,0.005,-0.008,5270000,0.6
"Nasdaq","MLCO",17.94,10.19,"DOWN",2525462780,"Consumer Discretionary",-827900000,1.7e+09,17878,0,0,0,1.65,0,0,0,-1.74,0.416,-7.301,-0.085,-0.488,473810000,1.14
"Nasdaq","MLKN",33.1,38.98,"UP",1604444167,"Consumer Discretionary",60200000,4.24e+09,11300,2,27.26,0.91,0.38,1.18,0,1.1,0.79,0.997,0.042,0.01,0.014,75480000,1.54
"Nasdaq","MLVF",15.31,15.68,"UP",111072197,"Finance",-1800000,34500000,81,3,0,0,3.21,0.75,8.22,0.17,-0.24,0.543,-0.013,0.102,-0.053,7570000,0.76
"Nasdaq","MMAT",1.42,2.64,"UP",392252523,"Technology",-80400000,9200000,130,1.7,0,0,52.88,1.06,0,0.01,-0.28,0.142,-0.224,-0.23,0,301490000,1.81
"Nasdaq","MMLP",1.45,2.64,"UP",130538520,"Energy",21500000,1.04e+09,1450,3,5.76,1.6,0.11,0,3.4,0,0.55,0.406,-0.455,0.12,0.021,38730000,2.06
"Nasdaq","MMMB",1.85,2.03,"UP",39223286,"Consumer Staples",-2e+06,69400000,6,2,0,0,0.54,4.78,0,1.59,-0.06,0.125,-0.23,-0.011,-0.028,35810000,1.24
"Nasdaq","MMSI",54.76,63.99,"UP",3886064262,"Health Care",61700000,1.14e+09,6446,1.6,64.09,5.83,3.43,3.59,42.71,0.2,1.07,0.961,0.058,0.043,0.054,56840000,1.04
"Nasdaq","MMYT",28.11,28.43,"UP",2938196000,"Technology",-31200000,413800000,3338,2.2,0,0,6.95,3.52,97.44,0.25,-0.29,0.695,-0.035,-0.026,-0.075,109110000,1.18
"Nasdaq","MNDO",2.59,3.11,"UP",42420128,"Technology",5900000,26300000,214,0,7.12,0,1.61,1.78,6.34,0,0.29,0.157,0.27,0.249,0.221,20060000,0.84
"Nasdaq","MNKD",3.22,4.38,"UP",878810154,"Health Care",-87500000,65600000,348,1.7,0,0,13.87,0,0,0,-0.35,0.462,0.401,-0.373,0,253640000,1.68
"Nasdaq","MNMD",43.65,21.45,"DOWN",105883471,"Health Care",0,0,41,1.7,0,0,0,6.73,0,0,-0.18,0.1256,0,0,0,420740000,0
"Nasdaq","MNOV",5.27,2.69,"DOWN",102506654,"Health Care",-13100000,40000,11,0,0,0,2784.01,1.4,0,0,-0.27,0.254,-0.16,-0.122,0,49050000,0.82
"Nasdaq","MNPR",6.36,3.28,"DOWN",26410461,"Health Care",-10400000,0,9,2,0,0,0,3.43,0,0,-0.82,0.016,-0.578,0,0,12630000,0
"Nasdaq","MNSB",16.9,24.35,"UP",207554863,"Finance",21800000,74300000,138,1,9.77,0,2.8,1.32,9.8,0.45,2.88,0.461,0.125,0.256,0.269,7580000,0.52
"Nasdaq","MNST",90.6,95.39,"UP",49474547981,"Consumer Staples",1.23e+09,6.01e+09,4092,2.2,43.21,3.05,8.61,7.68,90.49,0,2.29,0.675,0.185,0.209,0.204,528620000,0.9
"Nasdaq","MNTV",25.89,21.59,"DOWN",1147713016,"Technology",-130300000,469200000,1600,2.3,0,0,2.32,4.05,90.11,0.68,-0.87,0.82,-0.401,-0.2,-0.278,148650000,1.5
"Nasdaq","MNTX",5.03,5.92,"UP",93818661,"Consumer Discretionary",-11200000,234300000,514,2,0,0,0.41,1.72,0,1.61,-0.56,0.52,-0.175,-0.017,-0.048,20060000,0.6
"Nasdaq","MOBQ",7.5,2.19,"DOWN",12570035,"Consumer Discretionary",-18800000,3900000,13,0,0,0,2.92,0,0,0,-4.36,0.018,5.517,0,0,7960000,0.4
"Nasdaq","MOFG",24.55,32.43,"UP",528443037,"Finance",59100000,183600000,760,2.2,8.93,1.12,2.92,1.08,5.07,0.27,3.77,0.706,0.12,0.226,0.336,15670000,0.96
"Nasdaq","MOMO",13.66,9.01,"DOWN",939988519,"Technology",-438800000,1.88e+09,2051,2.3,0,0,0.5,0.73,4.94,0.35,-2.28,0.689,-0.28,-0.215,-0.234,198390000,1.04
"Nasdaq","MOR",28.66,9.29,"DOWN",655744819,"Health Care",-841400000,192800000,648,2.7,0,0,3.45,0,0,0,-6.16,0.021,-3.561,-0.753,0,136610000,0.98
